None,coid,mdate,key3,district_id,district,tsign,tsign_fg,location,road_fg,coord_x,coord_y,land,build,berth,land_area,zoning,zoning_fg,ncity_z,ncity_z_fg,land_use,land_use_fg,rent_floor,rent_up_ll,rent_single,tot_floor,top_floor,bstate,bstate_fg,mainuse,mainuse_fg,matl,matl_fg,build_dd,room_age,build_area,room,hall,health,compart,mgt_com,furn,berth_tp,berth_tp_fg,berth_area,tot_prc,unit_prc,berth_prc,rmk,ann_date,abnorm_td,abnorm_loc,abnorm_prc
2248,H,2021-04-15 00:00:00+00:00,RPTOMLQJNHGGFFH88CC,八德區,334,土地,A,福興段901~930地號,,24.933491,121.283145,1,0,0,328.06,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.0,0.0,0.0,,2021-06-21 00:00:00+00:00,,,
2249,H,2021-04-16 00:00:00+00:00,RPWNMLQKMHGGFEH98CC,蘆竹區,338,土地,A,大竹圍段91~120地號,,,,1,0,0,1746.94,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,,2021-06-02 00:00:00+00:00,,,
2250,H,2021-04-21 00:00:00+00:00,RPSNMLKKNHGGFEH08CC,蘆竹區,338,土地,A,宏竹段31~60地號,,25.039681,121.242235,1,0,0,330.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,11.5,0.0,0.0,含增建或未登記建物。；,2021-06-21 00:00:00+00:00,,,
2251,H,2021-04-29 00:00:00+00:00,RPWNMLKKNHGGFEH48CC,蘆竹區,338,土地,A,八股段961~990地號,,25.054845,121.257059,1,0,0,800.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,30.0,0.0,0.0,含增建或未登記建物。；,2021-06-21 00:00:00+00:00,,,
2252,H,2021-05-18 00:00:00+00:00,RPUNMLPKOHGGFDH78CC,新屋區,327,土地,A,青田段669地號,,,,1,0,0,221.66,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.0,0.0,含增建或未登記建物。；,2021-08-05 00:00:00+00:00,,,
2253,H,2021-05-29 00:00:00+00:00,RPSPMLPKOHGGFDH78CC,楊梅區,326,土地,A,民豐段190地號,,,,0,0,0,150.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,含增建或未登記建物。；,2021-08-05 00:00:00+00:00,,,
2254,H,2021-06-04 00:00:00+00:00,RPPPMLNLOHGGFEH48CC,蘆竹區,338,土地,A,宏竹段250地號,,,,0,0,0,500.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.0,0.0,0.0,,2021-08-11 00:00:00+00:00,,,
2255,H,2021-06-07 00:00:00+00:00,RPSPMLMLOHGGFCH48CC,龍潭區,325,土地,A,永興段297地號,,,,0,0,0,430.61,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,13.0,0.0,0.0,,2021-08-11 00:00:00+00:00,,,
2256,H,2021-06-09 00:00:00+00:00,RPQOMLSKOHGGFEH98DC,大園區,337,土地,A,竹圍段崁下小段105-17地號,,,,0,0,0,21.48,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.1,0.0,,2021-08-05 00:00:00+00:00,,,
2257,H,2021-06-10 00:00:00+00:00,RPROMLNLOHGGFHH88CC,龜山區,333,土地,A,兔子坑段1174地號,,,,0,0,0,699.99,,,山坡地保育區,15,林業用地,06,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,24.0,0.0,0.0,,2021-08-11 00:00:00+00:00,,,
2258,H,2021-06-19 00:00:00+00:00,RPRNMLMJPHGGFEH28CC,蘆竹區,338,土地,A,長興段682-1地號,,,,0,0,0,256.34,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,18.0,0.1,0.0,,2021-08-21 00:00:00+00:00,,,
2259,H,2021-06-24 00:00:00+00:00,RPSNMLMJPHGGFDH28CC,楊梅區,326,土地,A,長紅段896地號,,,,0,0,0,3479.51,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.0,0.0,,2021-08-21 00:00:00+00:00,,,
2260,H,2021-07-05 00:00:00+00:00,RPOOMLTJPHGGFBH48CC,觀音區,328,土地,A,觀玉段50地號,,,,0,0,0,634.7,,,工業區,03,特定目的事業用地,18,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,含稅含健保補充費不含管理費,2021-08-21 00:00:00+00:00,,,
2261,H,2021-07-05 00:00:00+00:00,RPPOMLTJPHGGFBH58CC,觀音區,328,土地,A,觀玉段50-1地號,,,,0,0,0,590.18,,,工業區,03,特定目的事業用地,18,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,含稅含健保補充費不含管理費,2021-08-21 00:00:00+00:00,,,
2262,H,2021-07-05 00:00:00+00:00,RPWNMLTJPHGGFBH56CC,觀音區,328,土地,A,保潭段19-4地號,,,,0,0,0,170.75,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.0,0.0,0.0,含增建或未登記建物。；實拿不含稅不含健保補充費,2021-08-21 00:00:00+00:00,,,
2263,H,2021-07-08 00:00:00+00:00,RPWNMLTKPHGGFEH07DC,蘆竹區,338,土地,A,宏昌段1019地號,,,,3,0,0,2436.29,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.6,0.0,0.0,,2021-09-01 00:00:00+00:00,,,
2264,H,2021-07-11 00:00:00+00:00,RPWNMLKMPHGGFDH78CC,楊梅區,326,土地,A,瑞上段175地號,,,,2,0,0,790.98,,,特定農業區,11,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,39.5,0.0,0.0,含增建或未登記建物。；,2021-09-11 00:00:00+00:00,,,
2265,H,2021-07-14 00:00:00+00:00,RPPQMLKMPHGGFBH18CC,中壢區,320,土地,A,忠孝段488地號,,,,1,0,0,66.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.2,0.0,0.0,含增建或未登記建物。；,2021-09-11 00:00:00+00:00,,,
2266,H,2021-07-16 00:00:00+00:00,RPROMLMLPHGGFCH38CC,龍潭區,325,土地,A,北興段32-2地號,,,,1,0,0,756.25,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.5,0.0,0.0,含增建或未登記建物。；土地面積部分出租使用,2021-09-11 00:00:00+00:00,,,
2267,H,2021-07-20 00:00:00+00:00,RPUQMLKMPHGGFBH68CC,觀音區,328,土地,A,大同段29地號,,,,1,0,0,120.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,含增建或未登記建物。；,2021-09-11 00:00:00+00:00,,,
2268,H,2021-07-26 00:00:00+00:00,RPPOMLMJQHGGFEH28CC,蘆竹區,338,土地,A,富興段729地號,,,,1,0,0,350.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,20.5,0.1,0.0,含增建或未登記建物。；,2021-09-21 00:00:00+00:00,,,
2269,H,2021-07-30 00:00:00+00:00,RPROMLRKQHGGFEH09CC,大園區,337,土地,A,長發段490地號,,,,1,0,0,436.71,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.0,0.0,含管理費、稅金或水電等費用。；,2021-10-01 00:00:00+00:00,,,
2270,H,2021-08-02 00:00:00+00:00,RPXNMLRKQHGGFDH86CC,新屋區,327,土地,A,永安段667地號,,,,1,0,0,1195.86,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,17.9,0.0,0.0,,2021-10-01 00:00:00+00:00,,,
2271,H,2021-08-03 00:00:00+00:00,RPXOMLMKQHGGFDH09CC,新屋區,327,土地,A,啟文段1829地號,,,,1,0,0,695.75,,,特定農業區,11,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.8,0.0,0.0,有使照沒保存登記土地坪數部分使用出租,2021-10-01 00:00:00+00:00,,,
2272,H,2021-08-04 00:00:00+00:00,RPOUMLOLQHGGFDH09CC,新屋區,327,土地,A,長祥段521-9地號,,,,1,0,0,91.16,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.3,0.1,0.0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,2021-10-11 00:00:00+00:00,,,
2273,H,2021-08-06 00:00:00+00:00,RPPOMLRKQHGGFDH78CC,楊梅區,326,土地,A,梅獅段966地號,,,,4,0,0,210.85,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.2,0.0,0.0,月租金應於第6年.第11年及第16年之起始日起以當時之租金為基準調漲5%.,2021-10-01 00:00:00+00:00,,,
2274,H,2021-08-06 00:00:00+00:00,RPQNMLOJRHGGFCH38CC,龍潭區,325,土地,A,德龍段423地號,,,,1,0,0,150.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.1,0.0,0.0,含增建或未登記建物。；,2021-10-21 00:00:00+00:00,,,
2275,H,2021-08-10 00:00:00+00:00,RPPRMLOLQHGGFEH98CC,蘆竹區,338,土地,A,富興段356-5地號,,,,2,0,0,684.64,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,14.0,0.0,0.0,含增建或未登記建物。；租賃範圍不含車位，且無法區分車位面積。；租賃標的為未登記建物面積約320坪,2021-10-11 00:00:00+00:00,,,
2276,H,2021-08-10 00:00:00+00:00,RPUPMLOLQHGGFHH96CC,龜山區,333,土地,A,山頂段350-5地號,,,,3,0,0,343.64,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,25.0,0.1,0.0,含增建或未登記建物。；租賃範圍不含車位，且無法區分車位面積。；租賃標的廠房約200坪使用執照申請中,2021-10-11 00:00:00+00:00,,,
2277,H,2021-08-18 00:00:00+00:00,RPRRMLOLQHGGFEH66DC,蘆竹區,338,土地,A,公埔段673-6地號,,,,1,0,0,208.34,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.4,0.0,0.0,租賃範圍不含車位，且無法區分車位面積。；,2021-10-11 00:00:00+00:00,,,
2278,H,2021-08-18 00:00:00+00:00,RPSRMLOLQHGGFEH76DC,蘆竹區,338,土地,A,公埔段673-6地號,,,,1,0,0,208.34,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.4,0.0,0.0,租賃範圍不含車位，且無法區分車位面積。；,2021-10-11 00:00:00+00:00,,,
2279,H,2021-08-18 00:00:00+00:00,RPVSOLQJRHGGFHH67CC,龜山區,333,土地,A,興華段298地號,,,,1,0,0,172.12,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.0,0.0,含增建或未登記建物。；1.租賃期間經甲乙雙方洽定為貳年零個月即自民國110年10月01日起至民國112年09月30日止。2.自110年8月19日至110年9月30日為免租搬遷期，甲方同意乙方免付房租但乙方須自付水電費。,2021-10-21 00:00:00+00:00,,,
2280,H,2021-08-23 00:00:00+00:00,RPOSMLPLQHGGFBH88DC,中壢區,320,土地,A,內壢段1736地號,,,,4,0,0,992.34,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,33.0,0.0,0.0,含增建或未登記建物。；,2021-10-11 00:00:00+00:00,,,
2281,H,2021-08-23 00:00:00+00:00,RPPNMLTLQHGGFAH68CC,桃園區,330,土地,A,富國段72地號,,,,2,0,0,74.42,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.5,0.1,0.0,,2021-10-11 00:00:00+00:00,,,
2282,H,2021-08-23 00:00:00+00:00,RPWPMLOKRHGGFBH56CC,中壢區,320,土地,A,內壢段1623地號,,,,1,0,0,383.87,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,17.0,0.0,0.0,含增建或未登記建物。；第一年~第五年月租金17萬；第六年~第十年月租金17.51萬。,2021-11-01 00:00:00+00:00,,,
2283,H,2021-08-24 00:00:00+00:00,RPOOMLOKRHGGFEH58CC,大園區,337,土地,A,長發段435地號,,,,2,0,0,357.73,,,一般農業區,12,甲種建築用地,01,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.6,0.0,0.0,,2021-11-01 00:00:00+00:00,,,
2284,H,2021-08-25 00:00:00+00:00,RPQSMLNLRHGGFAH88DC,桃園區,330,土地,A,大興段259地號,,,,3,0,0,146.86,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,14.0,0.1,0.0,,2021-11-11 00:00:00+00:00,,,
2285,H,2021-08-26 00:00:00+00:00,RPSRMLLJRHGGFAH48CC,桃園區,330,土地,A,福元段964地號,,,,4,0,0,379.7,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.0,0.0,0.0,,2021-10-21 00:00:00+00:00,,,
2286,H,2021-08-28 00:00:00+00:00,RPOPMLRKRHGGFBH68CC,觀音區,328,土地,A,中觀段267地號,,,,1,0,0,481.43,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,含增建或未登記建物。；有使照沒保存登記,2021-11-01 00:00:00+00:00,,,
2287,H,2021-09-01 00:00:00+00:00,RPORMLLJRHGGFBH28DC,中壢區,320,土地,A,中壢埔頂段1636-7地號,,,,2,0,0,96.2,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,急出租急承租。；,2021-10-21 00:00:00+00:00,,,
2288,H,2021-09-01 00:00:00+00:00,RPQPMLMJRHGGFBH38DC,中壢區,320,土地,A,中壢埔頂段1609-13地號,,,,5,0,0,232.02,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,急出租急承租。；,2021-10-21 00:00:00+00:00,,,
2289,H,2021-09-01 00:00:00+00:00,RPRPMLMJRHGGFBH48DC,中壢區,320,土地,A,中壢埔頂段1609-8地號,,,,5,0,0,233.83,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,急出租急承租。；,2021-10-21 00:00:00+00:00,,,
2290,H,2021-09-01 00:00:00+00:00,RPSPMLMJRHGGFBH58DC,中壢區,320,土地,A,中壢埔頂段1609-5地號,,,,4,0,0,209.94,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.4,0.0,0.0,急出租急承租。；,2021-10-21 00:00:00+00:00,,,
2291,H,2021-09-03 00:00:00+00:00,RPQOMLRKRHGGFEH09CC,大園區,337,土地,A,橫山段湳子小段370地號,,,,2,0,0,1229.36,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,30.0,0.0,0.0,含增建或未登記建物。；有使照沒保存登記.土地坪數出租部分,2021-11-01 00:00:00+00:00,,,
2292,H,2021-09-07 00:00:00+00:00,RPOOMLKMRHGGFHH68CC,龜山區,333,土地,A,兔子坑段1249地號,,,,6,0,0,565.73,,,山坡地保育區,15,丙種建築用地,03,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,25.0,0.0,0.0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,2021-11-11 00:00:00+00:00,,,
2293,H,2021-09-07 00:00:00+00:00,RPPPMLKMRHGGFEH58CC,蘆竹區,338,土地,A,內興段910地號,,,,1,0,0,60.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.2,0.0,0.0,含增建或未登記建物。；,2021-11-11 00:00:00+00:00,,,
2294,H,2021-09-08 00:00:00+00:00,RPOPMLRJIIGGFEH08CC,蘆竹區,338,土地,A,八股段48地號,,,,1,0,0,100.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.3,0.0,0.0,含增建或未登記建物。；第1年~第3年月租金4.3萬；第4年月租金4.5萬。,2021-11-22 00:00:00+00:00,,,
2295,H,2021-09-08 00:00:00+00:00,RPPPMLRJIIGGFEH18CC,蘆竹區,338,土地,A,八股段49地號,,,,1,0,0,50.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.0,0.0,,2021-11-22 00:00:00+00:00,,,
2296,H,2021-09-09 00:00:00+00:00,RPVRMLRJIIGGFHH66CC,龜山區,333,土地,A,興華段1011地號,,,,2,0,0,170.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.0,0.0,含增建或未登記建物。；,2021-11-22 00:00:00+00:00,,,
2297,H,2021-09-09 00:00:00+00:00,RPXRMLRJIIGGFHH86CC,龜山區,333,土地,A,興華段1011地號,,,,1,0,0,236.56,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,11.0,0.0,0.0,,2021-11-22 00:00:00+00:00,,,
2298,H,2021-09-13 00:00:00+00:00,RPOTMLSLRHGGFBH66CC,觀音區,328,土地,A,樹新段338地號,,,,1,0,0,408.42,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,9.0,0.0,0.0,含增建或未登記建物。；,2021-11-11 00:00:00+00:00,,,
2299,H,2021-09-15 00:00:00+00:00,RPSNMLOKIIGGFFH18CC,八德區,334,土地,A,白鷺段445地號,,,,2,0,0,72.26,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.1,0.0,含增建或未登記建物。；,2021-12-01 00:00:00+00:00,,,
2300,H,2021-09-16 00:00:00+00:00,RPXNMLPKIIGGFEH68CC,大園區,337,土地,A,客運一段22地號,,,,1,0,0,1183.74,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.5,0.0,0.0,,2021-12-01 00:00:00+00:00,,,
2301,H,2021-09-24 00:00:00+00:00,RPPOMLMLIIGGFEH77CC,蘆竹區,338,土地,A,中興段870地號,,,,1,0,0,350.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.0,0.0,0.0,含增建或未登記建物。；,2021-12-13 00:00:00+00:00,,,
2302,H,2021-09-25 00:00:00+00:00,RPWNMLQJIIGGFBH28CC,中壢區,320,土地,A,青溪段483地號,,,,1,0,0,604.04,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,19.9,0.0,0.0,,2021-11-22 00:00:00+00:00,,,
2303,H,2021-10-08 00:00:00+00:00,RPSOMLSJJIGGFEH58CC,蘆竹區,338,土地,A,中興段873地號,,,,1,0,0,335.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,第1~3年月租金50250元；第4~6年月租金51757元；第7~9年月租金53310元；第10年月租金54909元。,2021-12-24 00:00:00+00:00,,,
2304,H,2021-10-14 00:00:00+00:00,RPQPMLLLIIGGFDH77CC,新屋區,327,土地,A,青田段716-9地號,,,,1,0,0,325.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.4,0.0,0.0,含增建或未登記建物。；,2021-12-13 00:00:00+00:00,,,
2305,H,2021-10-15 00:00:00+00:00,RPUPMLMKJIGGFEH38CC,蘆竹區,338,土地,A,中興段870地號,,,,3,0,0,240.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.0,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2306,H,2021-10-18 00:00:00+00:00,RPVOMLMLIIGGFEH38CC,大園區,337,土地,A,客運一段21地號,,,,1,0,0,1225.39,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.0,0.0,,2021-12-13 00:00:00+00:00,,,
2307,H,2021-10-20 00:00:00+00:00,RPTPMLQKJIGGFCH48CC,龍潭區,325,土地,A,潛龍段117-8地號,,,,2,0,0,304.59,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.8,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2308,H,2021-10-21 00:00:00+00:00,RPVRMLQKJIGGFDH98CC,新屋區,327,土地,A,青田段716-1地號,,,,1,0,0,210.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,11.0,0.1,0.0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,2022-01-01 00:00:00+00:00,,,
2309,H,2021-10-21 00:00:00+00:00,RPWOMLQKJIGGFEH88CC,蘆竹區,338,土地,A,富興段379地號,,,,1,0,0,31.81,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2310,H,2021-10-25 00:00:00+00:00,RPOPMLRKJIGGFCH08CC,龍潭區,325,土地,A,潛龍段117-7地號,,,,1,0,0,245.0,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,14.3,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2311,H,2021-10-25 00:00:00+00:00,RPWOMLRKJIGGFCH78CC,龍潭區,325,土地,A,潛龍段117地號,,,,1,0,0,103.45,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.7,0.0,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2312,H,2021-10-25 00:00:00+00:00,RPXOMLRKJIGGFCH88CC,龍潭區,325,土地,A,潛龍段117-6地號,,,,1,0,0,236.65,,,工業區,03,丁種建築用地,04,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.6,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2313,H,2021-10-26 00:00:00+00:00,RPQPMLRKJIGGFCH28CC,大溪區,335,土地,A,福山段492地號,,,,1,0,0,185.21,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
2314,H,2021-11-02 00:00:00+00:00,RPTOMLOLJIGGFEH48CC,大園區,337,土地,A,五塊厝段大埔小段1759地號,,,,1,0,0,200.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.0,0.0,含增建或未登記建物。；第1~2年月租金10萬；第3~5年月租金10.5萬。,2022-01-11 00:00:00+00:00,,,
2315,H,2021-11-04 00:00:00+00:00,RPOPMLRKJIGGFEH28CC,蘆竹區,338,土地,A,新庄子段1644地號,,,,1,0,0,284.65,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.0,0.0,含增建或未登記建物。；部分土地坪數使用出租，有使照沒保存登記,2022-01-01 00:00:00+00:00,,,
2316,H,2021-11-05 00:00:00+00:00,RPRQMLPLJIGGFAH18CC,桃園區,330,土地,A,中路三段3地號,,,,1,0,0,62.05,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.1,0.0,,2022-01-11 00:00:00+00:00,,,
2317,H,2021-11-12 00:00:00+00:00,RPTOMLTLJIGGFEH98CC,蘆竹區,338,土地,A,八股段48地號,,,,1,0,0,100.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,含增建或未登記建物。；,2022-01-11 00:00:00+00:00,,,
2318,H,2021-11-15 00:00:00+00:00,RPSNMLKKKIGGFEH87CC,蘆竹區,338,土地,A,錦中段737地號,,,,1,0,0,0.0,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,96.0,0.0,0.0,含管理費、稅金或水電等費用。；本案出租之建物為增建部份；建物坪數為:1225坪含租金及加值型營業稅及水電費及管理費,2022-01-21 00:00:00+00:00,,,Y
2319,H,2021-11-16 00:00:00+00:00,RPVOMLTLJIGGFEH56CC,蘆竹區,338,土地,A,127-79地號,,,,1,0,0,177.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,含增建或未登記建物。；,2022-01-11 00:00:00+00:00,,,
2320,H,2021-11-18 00:00:00+00:00,RPOQMLSJKIGGFDH38CC,楊梅區,326,土地,A,高上段21地號,,,,1,0,0,200.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.5,0.1,0.0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,2022-01-21 00:00:00+00:00,,,
2321,H,2021-11-19 00:00:00+00:00,RPPQMLSJKIGGFDH48CC,新屋區,327,土地,A,青田段716-9地號,,,,1,0,0,310.0,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.5,0.0,0.0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,2022-01-21 00:00:00+00:00,,,
2322,H,2021-11-19 00:00:00+00:00,RPQOMLSJKIGGFCH28CC,龍潭區,325,土地,A,高原段369地號,,,,2,0,0,200.0,,,山坡地保育區,15,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,6.0,0.0,0.0,含增建或未登記建物。；,2022-01-21 00:00:00+00:00,,,
